CustomerKey,Prefix,FirstName,LastName,BirthDate,Address,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
13372,MR.,ISAAC,EDWARDS,11/28/1948,3645 W. Hookston Road,,M,isaac24@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13373,MRS.,MICHELLE,MURPHY,3/4/1948,8812 Geneva Lane,,F,michelle15@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13374,MR.,MARCO,MARTINEZ,5/20/1948,9845 Oxford Place,,M,marco18@adventure-works.com,"$60,000 ",2,Partial College,Professional,N
13375,MR.,JASON,KUMAR,4/11/1948,7922 Rancho View Drive,,M,jason26@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13376,MR.,JERRY,RAI,9/3/1948,7963 Elk Dr,,M,jerry19@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13377,MR.,THOMAS,HERNANDEZ,3/16/1948,8950 Olivera Rd,,M,thomas54@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y
13379,MRS.,BAILEY,MORRIS,5/14/1949,1901 Delaware Drive,,F,bailey16@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13380,MRS.,KATHERINE,SCOTT,10/25/1949,487 OFarrell Dr,,F,katherine61@adventure-works.com,"$60,000 ",2,Bachelors,Management,N
13381,MRS.,VANESSA,JENKINS,3/22/1949,3691 Marie Drive,,F,vanessa7@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y
13382,MR.,RICHARD,ROGERS,2/4/1949,5186 Elmhurst Lane,,M,richard100@adventure-works.com,"$70,000 ",5,Partial College,Professional,Y
13383,MRS.,NATALIE,WRIGHT,10/3/1950,1301 Stanbridge Ct,,F,natalie63@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13384,MR.,MARIO,ASHE,10/25/1950,3050 Meadow Glen Way,,M,mario21@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13385,MRS.,DANIELLE,COOK,11/27/1950,9418 Leewood Place,,F,danielle24@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13386,MR.,SAMUEL,PATTERSON,1/26/1950,4077 St. George Drive,,M,samuel9@adventure-works.com,"$60,000 ",2,Partial College,Professional,N
13387,MRS.,MIRANDA,JENKINS,3/21/1950,700 Oaxaca,,F,miranda7@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13388,MR.,MARSHALL,SHEN,6/13/1950,5613 Knollview Court,,M,marshall23@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13389,MRS.,MADISON,THOMAS,11/20/1950,5145 Redhead Way,,F,madison11@adventure-works.com,"$70,000 ",4,Partial College,Professional,N
13390,MRS.,JULIA,COLLINS,5/26/1950,2969 Broadmoor Avenue,,F,julia4@adventure-works.com,"$70,000 ",4,Partial College,Professional,N
13391,MRS.,BRENDA,MALHOTRA,2/27/1951,2755 Fairfield Ave,,F,brenda8@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y
13392,MR.,HUNTER,PARKER,5/3/1951,8176 Pena,,M,hunter28@adventure-works.com,"$70,000 ",2,High School,Professional,Y
13393,MR.,WILLIE,KUMAR,4/18/1951,873 Wellington Avenue,,M,willie27@adventure-works.com,"$70,000 ",2,High School,Professional,Y
13394,MR.,MATTHEW,CLARK,3/15/1951,9204 Pelican Loop,,M,matthew24@adventure-works.com,"$70,000 ",2,High School,Professional,Y
13395,MR.,GABRIEL,LI,7/15/1951,2155 Twinview Drive,,M,gabriel23@adventure-works.com,"$70,000 ",2,High School,Professional,Y
13396,MR.,DAVID,KUMAR,6/27/1951,3396 El Dorado Way,,M,david60@adventure-works.com,"$70,000 ",2,High School,Professional,Y
13397,MR.,ADAM,MITCHELL,4/8/1951,6600 Chestnut Ave,,M,adam41@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
13399,MR.,EDWARD,YOUNG,3/21/1951,8096 West M Street,,M,edward47@adventure-works.com,"$60,000 ",2,Partial College,Professional,N
13400,MRS.,JULIA,THOMAS,8/12/1951,1555 Lolita Drive,,F,julia33@adventure-works.com,"$60,000 ",2,Partial College,Professional,N
13401,MRS.,ERIN,BRADLEY,2/22/1952,5959 C Olivera Rd,,F,erin18@adventure-works.com,"$60,000 ",3,High School,Professional,Y
13402,MR.,GABRIEL,TURNER,3/28/1952,2328 California Street,,M,gabriel35@adventure-works.com,"$60,000 ",3,High School,Professional,N
13403,MRS.,JENNIFER,JACKSON,5/2/1952,4332 Lislin Ct,,F,jennifer40@adventure-works.com,"$70,000 ",5,Partial College,Professional,Y
13404,MR.,KELVIN,YANG,9/13/1958,791 Monte Cresta,,M,kelvin24@adventure-works.com,"$130,000 ",2,Partial College,Professional,Y
13405,MR.,ETHAN,BRYANT,10/5/1957,5704 Laverne Avenue,,M,ethan14@adventure-works.com,"$110,000 ",2,Partial College,Professional,Y
13406,MR.,CRAIG,JIMÉNEZ,1/5/1957,2581 Bentley Ct,,M,craig6@adventure-works.com,"$130,000 ",2,Partial College,Professional,Y
13407,MRS.,CASSANDRA,RANA,10/7/1957,404 Sinaloa,,F,cassandra12@adventure-works.com,"$150,000 ",2,High School,Professional,N
13409,MR.,CORY,FERNANDEZ,3/26/1955,191 Hooftrail Way,,M,cory14@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y
13410,MRS.,JILLIAN,MADAN,11/19/1955,8267 Lavene Way,,F,jillian8@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y
13411,MRS.,JACQUELYN,BLANCO,7/3/1955,8308 Fox Way,,F,jacquelyn16@adventure-works.com,"$130,000 ",3,Partial College,Professional,N
13412,MR.,RAFAEL,ZHAO,10/14/1955,9295 Arcadia Pl,,M,rafael11@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y
13413,MR.,FERNANDO,PHILLIPS,11/18/1932,9589 Eastgate Avenue,,M,fernando39@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y
13414,MR.,MIGUEL,WILSON,7/1/1933,832 Heights Ave.,,M,miguel6@adventure-works.com,"$80,000 ",3,Graduate Degree,Management,Y
13415,MR.,MARCUS,ROGERS,4/6/1933,4036 Elk Dr,,M,marcus94@adventure-works.com,"$100,000 ",1,Graduate Degree,Management,Y
13416,MR.,RICHARD,ROBERTS,11/20/1933,5531 Fremont Street,,M,richard32@adventure-works.com,"$110,000 ",1,Graduate Degree,Management,N
13417,MR.,IAN,COX,3/10/1933,1646 Teixeira Way,,M,ian77@adventure-works.com,"$110,000 ",1,Graduate Degree,Management,Y
13418,MR.,DEVIN,COX,6/3/1965,3395 Farm Bureau Rd,,M,devin78@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y
13419,MRS.,LAUREN,COLEMAN,6/23/1965,9763 Maricopa,,F,lauren53@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
13420,MRS.,JORDAN,TURNER,8/2/1965,4422 Mariposa,,F,jordan33@adventure-works.com,"$120,000 ",3,Bachelors,Management,Y
13422,MS.,JACQUELINE,WASHINGTON,9/17/1965,1045 Las Lomas Way,,F,jacqueline14@adventure-works.com,"$160,000 ",0,Graduate Degree,Management,N
13423,MR.,ALEX,PETERSON,3/6/1964,5958 Cross Road,,M,alex8@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
13424,MRS.,JASMINE,THOMAS,9/20/1964,5490 Roskelley Drive,,F,jasmine9@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
13425,MR.,JOSE,GARCIA,7/6/1964,658 Cardinet Dr,,M,jose78@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
13426,MRS.,TAYLOR,WILLIAMS,6/12/1964,445 Banyan Way,,F,taylor49@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y
13428,MR.,MARCUS,RAMIREZ,12/10/1964,8521 C Mt. Hood Circle,,M,marcus82@adventure-works.com,"$130,000 ",3,Bachelors,Management,Y
13429,MRS.,GABRIELLE,WASHINGTON,2/4/1964,1218 Woodside Court,,F,gabrielle35@adventure-works.com,"$150,000 ",2,Bachelors,Management,Y
13430,MR.,EDWARD,GRIFFIN,5/14/1964,9549 Jomar Drive,,M,edward69@adventure-works.com,"$150,000 ",2,Bachelors,Management,Y
13431,MR.,BRYAN,JAMES,8/3/1956,2500 Ward Court,,M,bryan4@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y
13432,MR.,DALTON,WOOD,6/21/1956,1086 Ash Lane,,M,dalton47@adventure-works.com,"$80,000 ",3,Partial College,Professional,Y
13433,MRS.,JESSIE,VAZQUEZ,3/11/1956,4290 Wellington Avenue,,F,jessie33@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y
13434,MRS.,KAITLYN,WRIGHT,12/5/1934,5785 Ygnacio Valley Road,,F,kaitlyn18@adventure-works.com,"$50,000 ",2,Graduate Degree,Management,Y
13435,MRS.,TRACY,PAL,9/17/1934,3146 Mayhew Way,,F,tracy11@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y
13436,MS.,GAIL,GRIFFIN,1/4/1963,4895 Bentley St,,F,gail7@adventure-works.com,"$90,000 ",0,Partial College,Professional,Y
13437,MR.,ETHAN,FLORES,8/26/1963,1264 Eureka Lane,,M,ethan9@adventure-works.com,"$90,000 ",0,Partial College,Professional,Y
13438,MS.,CHLOE,GRIFFIN,10/23/1963,5923 Hazelwood Lane,,F,chloe86@adventure-works.com,"$90,000 ",0,Partial College,Professional,N
13439,MR.,ARTURO,LIN,3/16/1963,2545 Donaleen Cr,,M,arturo8@adventure-works.com,"$110,000 ",4,Bachelors,Management,Y
13440,MRS.,SYDNEY,MILLER,2/18/1962,115 Pine Creek Way,,F,sydney70@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
13441,MR.,OMAR,ZHANG,5/14/1962,6991 Mauna Kea Court,,M,omar0@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
13442,MRS.,PAULA,VAZQUEZ,9/1/1962,4814 Ward Street,,F,paula17@adventure-works.com,"$90,000 ",5,Partial College,Professional,N
13443,MRS.,JASMINE,WHITE,7/10/1962,4601 Sudance Drive,,F,jasmine11@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y
13444,MRS.,ABBY,LOPEZ,5/5/1962,2678 Village Pl,,F,abby14@adventure-works.com,"$110,000 ",1,Bachelors,Management,N
13445,MR.,LOGAN,DAVIS,8/4/1962,2719 Little Dr,,M,logan55@adventure-works.com,"$120,000 ",1,Partial College,Professional,N
13446,MRS.,KATELYN,SCOTT,4/9/1962,1050 Creed Ave,,F,katelyn37@adventure-works.com,"$120,000 ",1,Partial College,Professional,Y
13447,MRS.,DESTINY,COX,5/4/1962,4000 Krueger Drive,,F,destiny36@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
13448,,CATHERINE,WARD,7/13/1962,5241 St. Andrews Way,,NA,catherine11@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
13449,MR.,JEROME,DIAZ,6/18/1961,8446 San Gabriel,,M,jerome3@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
13450,MRS.,VICTORIA,JONES,7/18/1961,9941 Graham Ave.,,F,victoria4@adventure-works.com,"$90,000 ",4,High School,Professional,Y
13451,MRS.,ROBIN,BROWNING,6/27/1961,3400 Folson Drive,,F,robin12@adventure-works.com,"$110,000 ",1,Partial College,Professional,N
13452,MRS.,KAITLYN,EVANS,3/13/1961,7805 Roslyn Drive,,F,kaitlyn0@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
13453,MRS.,AMANDA,HOWARD,5/11/1961,4173 Whyte Park Ave,,F,amanda11@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
13454,MR.,BENJAMIN,GRIFFIN,2/17/1961,6177 Arleda Lane,,M,benjamin22@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
13455,MRS.,KAITLYN,BRYANT,8/10/1961,5455 Via Romero,,F,kaitlyn85@adventure-works.com,"$130,000 ",3,Bachelors,Management,Y
13456,MRS.,SYDNEY,HERNANDEZ,7/24/1955,369 Peabody Road,,F,sydney59@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,Y
13457,MR.,ERIC,HENDERSON,2/5/1955,9900 Clearbrook Drive,,M,eric13@adventure-works.com,"$60,000 ",2,High School,Professional,N
13459,MR.,DEVIN,FOSTER,7/17/1955,5068 N Francisco Way,,M,devin54@adventure-works.com,"$60,000 ",2,High School,Professional,N
13460,MRS.,JASMINE,WALKER,9/21/1954,4855 James Court,,F,jasmine20@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,N
13461,MR.,ANTHONY,JONES,3/2/1935,2932 Manuel,,M,anthony12@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,N
13462,MR.,JAY,SARA,11/10/1936,2973 Cardinet Drive,,M,jay17@adventure-works.com,"$50,000 ",2,Graduate Degree,Management,Y
13463,MRS.,TAMMY,SARA,8/4/1936,3960 Temple Drive,,F,tammy11@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y
13464,MRS.,MARTHA,HU,11/8/1936,189 Rae Anne Dr,,F,martha20@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y
13465,MRS.,SYDNEY,CAMPBELL,1/5/1936,1431 Corte Bonita,,F,sydney49@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y
13466,MR.,BRYCE,JAMES,6/20/1960,4635 Woodside Court,,M,bryce0@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
13467,MR.,KRISTOPHER,MARTINEZ,7/5/1960,6130 Alderwood Lane,,M,kristopher16@adventure-works.com,"$90,000 ",4,High School,Professional,N
13468,MRS.,MARIAH,SANDERS,9/2/1960,2245 Fairfield Ave,,F,mariah3@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y
13469,MR.,BRYCE,BAILEY,10/10/1960,3994 Pinecrest Court,,M,bryce15@adventure-works.com,"$100,000 ",0,Partial College,Professional,Y
13470,MS.,JACLYN,JAI,12/17/1960,363 Corrie Lane,,F,jaclyn35@adventure-works.com,"$100,000 ",0,Partial College,Professional,Y
13471,MR.,ERIC,BRYANT,4/2/1960,5022 Euclid Ave.,,M,eric25@adventure-works.com,"$120,000 ",1,High School,Professional,Y
13472,MR.,SIMON,PEARSON,8/11/1954,1644 Via Media,,M,simon3@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,Y
13473,MR.,LOGAN,HILL,3/5/1954,6557 Rose St.,,M,logan39@adventure-works.com,"$80,000 ",3,Partial High School,Skilled Manual,N
13474,MRS.,ELIZABETH,HALL,6/24/1954,6090 San Francisco,,F,elizabeth28@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,N
13475,MR.,CHARLES,ALLEN,5/5/1954,1258 Stephine Way,,M,charles29@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,Y
13476,MR.,TIMOTHY,HALL,8/21/1954,1044 San Carlos,,M,timothy46@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,N
13477,MRS.,KATHERINE,WOOD,6/28/1954,9120 Springfield Drive,,F,katherine27@adventure-works.com,"$70,000 ",3,High School,Professional,Y
13478,MRS.,ALEXIA,COLEMAN,5/7/1954,1817 Hilltop Rd,,F,alexia6@adventure-works.com,"$70,000 ",3,High School,Professional,Y
13479,MRS.,KATELYN,ROGERS,4/23/1953,149 Vallejo,,F,katelyn19@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
13480,MRS.,ANNA,RODRIGUEZ,2/10/1953,3099 Corte Segundo,,F,anna58@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
13481,MR.,HUNTER,HERNANDEZ,7/6/1953,1685 Rose Dr.,,M,hunter44@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
13482,MRS.,HALEY,BRYANT,9/19/1952,7544 Olivera Rd.,,F,haley37@adventure-works.com,"$40,000 ",3,Partial College,Professional,N
13483,MR.,CHRISTIAN,LAL,9/8/1952,9040 Pierce,,M,christian15@adventure-works.com,"$40,000 ",3,Partial College,Professional,N
13484,MR.,MARCUS,MARTINEZ,6/8/1937,2499 Wilke Drive,,M,marcus18@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y
13485,MR.,THOMAS,ALLEN,10/25/1937,6904 Olivera,,M,thomas83@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y
13486,MRS.,REBEKAH,GOMEZ,7/12/1937,617 Sweeney Road,,F,rebekah21@adventure-works.com,"$130,000 ",2,Bachelors,Management,N
13487,MRS.,EMILY,MARTIN,8/9/1937,5276 Whitehall Drive,,F,emily15@adventure-works.com,"$150,000 ",1,Graduate Degree,Management,Y
13488,MRS.,LAURA,GUO,6/15/1938,1898 South St,,F,laura23@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y
13489,MRS.,JENNIFER,WALKER,8/14/1939,9467 Morning Glory Dr,,F,jennifer50@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
13490,MR.,EDWARD,RODRIGUEZ,4/18/1939,6344 St Paul Way,,M,edward42@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y
13491,MRS.,NATALIE,HOWARD,6/5/1939,4167 Deercreek Ln,,F,natalie14@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y
13492,MR.,CHRISTIAN,FOSTER,3/4/1940,5317 Mission Drive,,M,christian3@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y
13494,MR.,BYRON,GUTIERREZ,3/5/1962,3394 Nulty Drive,,M,byron7@adventure-works.com,"$10,000 ",1,Graduate Degree,Manual,Y
13496,MR.,LUCAS,MORRIS,5/23/1962,3435 San Simeon,,M,lucas89@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y
13497,MRS.,DEBORAH,SHARMA,3/26/1961,1766 Virgina Hills Drive,,F,deborah14@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y
13498,MR.,JOEL,MEHTA,4/9/1962,4717 Carpetta Circle,,M,joel13@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y
13499,MRS.,OLIVIA,COX,3/5/1962,5958 Meadow Glen Way,,F,olivia36@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y
13500,MRS.,MOLLY,VANCE,7/27/1958,9162 Jemco Court,,F,molly4@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y
13501,MR.,CLAYTON,ZHU,4/5/1958,658 Contra Costa Blvd,,M,clayton13@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y
13502,MRS.,DEBORAH,NARA,2/17/1958,4116 Rubiem Ct,,F,deborah20@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y
13503,MR.,THEODORE,GOMEZ,10/18/1957,8521 Knewal Rd,,M,theodore1@adventure-works.com,"$10,000 ",1,Partial College,Manual,Y
13504,MRS.,BETH,ALONSO,3/17/1956,4890 Heron Ct,,F,beth10@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
13505,MRS.,JAMIE,CAI,1/16/1956,9549 Roxbury Drive,,F,jamie25@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
13506,MR.,WILLIE,GUO,8/12/1955,6171 Golf Club Rd,,M,willie16@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
13507,MRS.,MARGARET,PATTERSON,10/15/1955,1085 Grenadine Way,,F,margaret4@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
13508,MRS.,CASSANDRA,SANCHEZ,8/9/1937,618 Oak Street,,F,cassandra21@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y
13509,MR.,LUCAS,JOHNSON,9/4/1937,5785 American Beauty Dr,,M,lucas14@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y
13510,MR.,JON,SHEN,5/15/1940,5571 Crawford,,M,jon43@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
13511,MR.,ERNEST,LIU,5/4/1941,3648 El Dorado,,M,ernest4@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
13512,MRS.,KEN,SÁNCHEZ,9/28/1941,3689 Sun Tree Lane,,F,ken3@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y
13513,MRS.,ABIGAIL,HENDERSON,9/8/1941,4676 Mt Washington Way,,F,abigail73@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13514,MRS.,LINDSAY,LUO,2/11/1942,7626 Sinclair Avenue,,F,lindsay6@adventure-works.com,"$10,000 ",3,Partial College,Manual,Y
13515,MRS.,CARA,LIANG,7/4/1942,6212 C Olivera Rd,,F,cara12@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
13516,MR.,HAROLD,RAY,2/16/1942,9416 Bentley Ct,,M,harold8@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13517,,NICOLAS,SHARMA,5/10/1942,912 Vallejo,,NA,nicolas7@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13518,MR.,BRENDAN,GOLDSTEIN,7/15/1979,7026 Hooftrail Way,,M,brendan17@adventure-works.com,"$10,000 ",0,Partial College,Manual,N
13519,MR.,LUCAS,FOSTER,10/3/1978,8775 Bovlevard,,M,lucas64@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y
13520,MS.,CAROL,NELSON,2/8/1978,5144 Via Bonita,,F,carol13@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y
13521,MS.,SANDRA,LU,1/25/1978,9803 Holiday Hill Dr,,F,sandra18@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y
13522,MR.,LOGAN,TAYLOR,11/23/1977,6425 Adelia Court,,M,logan60@adventure-works.com,"$10,000 ",0,High School,Manual,Y
13523,MS.,ADRIENNE,RUIZ,11/3/1976,6027 Lisa Ann Street,,F,adrienne2@adventure-works.com,"$10,000 ",0,High School,Manual,Y
13524,MS.,CHERYL,BLANCO,8/11/1978,5560 Hanover St.,,F,cheryl18@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,N
13525,MS.,CASSANDRA,VAN,2/9/1978,3383 Castle Hill Road,,F,cassandra4@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y
13526,MS.,KRYSTAL,LIU,7/24/1978,3169 Estela,,F,krystal4@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y
13527,MS.,TONYA,ANDERSEN,7/18/1977,8590 Hoek Maple Court,,F,tonya12@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y
13528,MS.,CARMEN,LOPEZ,9/10/1977,1287 Youngsdale Drive,,F,carmen1@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y
13529,MS.,PAMELA,MARTINEZ,6/2/1977,9618 San Rafael,,F,pamela21@adventure-works.com,"$20,000 ",0,Partial College,Manual,N
13530,MRS.,KRYSTAL,CHEN,9/25/1943,2569 Webster Drive,,F,krystal2@adventure-works.com,"$40,000 ",1,Graduate Degree,Clerical,Y
13531,MR.,TYRONE,GUTIERREZ,3/13/1961,3810 Freda Drive,,M,tyrone10@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y
13532,MRS.,MELODY,GILL,4/16/1961,7014 Yorba Linda,,F,melody14@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y
13533,MR.,EDUARDO,BUTLER,11/22/1961,8510 G St.,,M,eduardo58@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y
13534,MRS.,BETH,NAVARRO,7/17/1961,1969 Meadowvale Court,,F,beth12@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y
13535,MR.,OMAR,NARA,6/11/1960,6374 Las Palmas,,M,omar37@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
13536,MRS.,ARIANNA,WARD,5/17/1959,2742 Cincerto Circle,,F,arianna34@adventure-works.com,"$10,000 ",1,High School,Manual,N
13537,MRS.,JILL,MORENO,10/10/1959,4746 Mcelroy Court,,F,jill14@adventure-works.com,"$10,000 ",1,High School,Manual,N
13538,MRS.,VANESSA,HENDERSON,8/27/1959,4024 Calhoun Court,,F,vanessa5@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
13539,MR.,ROGER,GUO,4/14/1959,8937 Thors Bay Road,,M,roger22@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y
13540,MRS.,PAULA,ORTEGA,3/6/1960,5814 Homestead Avenue,,F,paula23@adventure-works.com,"$40,000 ",3,Graduate Degree,Clerical,Y
13541,MRS.,ASHLEE,XU,8/12/1960,3637 Guillermo,,F,ashlee12@adventure-works.com,"$40,000 ",3,Graduate Degree,Clerical,Y
13542,MRS.,SHARON,KUMAR,5/27/1958,3424 Roehlidge Lane,,F,sharon14@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13543,MR.,PHILLIP,RANA,8/2/1958,1501 Shannon Ln,,M,phillip12@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13544,MS.,JOY,MARTIN,12/7/1970,1542 Orwood Dr,,F,joy1@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y
13545,MR.,BRAD,SHARMA,6/16/1970,2529 Greer Ave,,M,brad9@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
13546,MR.,MITCHELL,JAI,7/22/1970,2823 Napa Court,,M,mitchell10@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
13547,MRS.,MICHELE,JIMENEZ,2/10/1969,4064 Regina Lane,,F,michele40@adventure-works.com,"$10,000 ",2,High School,Manual,Y
13548,MS.,BRIDGET,JAI,9/26/1970,7268 Norcross Lane,,F,bridget13@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
13549,MR.,RICHARD,KING,4/17/1969,8764 Pacific,,M,richard21@adventure-works.com,"$10,000 ",2,High School,Manual,Y
13550,MR.,JOE,MALHOTRA,6/1/1969,4878 Concerto Circle,,M,joe9@adventure-works.com,"$20,000 ",0,Partial College,Manual,N
13551,MR.,JACOB,LEE,12/4/1969,7874 Jones Lane,,M,jacob18@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
13552,MR.,TREVOR,HUGHES,3/2/1969,4243 Willow Creek Ct,,M,trevor11@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
13553,MRS.,JESSICA,COLEMAN,10/18/1969,8901 Fourth Stret,,F,jessica30@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13554,MRS.,PAULA,MORENO,11/14/1969,5524 Virgil St,,F,paula9@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13555,MS.,TAMMY,SMITH,9/13/1969,438 Perry Way,,F,tammy9@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13556,MS.,ALISHA,NATH,11/13/1969,9969 Coggins Drive,,F,alisha43@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13557,MS.,STACEY,LIU,7/25/1969,5137 Napa Court,,F,stacey4@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13558,MS.,KAREN,LU,6/22/1969,4924 Mariposa,,F,karen21@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13559,MS.,LORI,RAMOS,6/17/1969,3001 Mt. Etna,,F,lori18@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
13560,MR.,ANDRES,SHAN,8/16/1969,5697 Jacqueline Way,,M,andres7@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
13561,MR.,GARY,NAVARRO,8/7/1969,4029 The Alameda,,M,gary21@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
13562,MR.,BRYANT,VAN,7/15/1969,6979 Harvard Drive,,M,bryant4@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
